County,Year,Date,Time_CST,Rating,Length,Width,Start Lat,Start Long,End Lat,End Long
Johnson,1961,3/16/1961,17:00:00,1,2.7,200,32.35,-97.43,32.37,-97.4
Johnson,1961,3/16/1961,17:55:00,2,17,10,32.33,-97.55,32.48,-97.36
Navarro,1961,11/2/1961,6:30:00,2,0.2,33,32.23,-96.5,32.23,-96.5
Navarro,1961,4/11/1961,17:30:00,2,3.8,150,31.97,-96.8,32,-96.75
Navarro,1961,3/27/1961,21:00:00,0,0.3,17,32.05,-96.47,32.05,-96.47
Hunt,1961,3/26/1961,15:00:00,2,3,880,33.0508,-96.2583,33.0797,-96.2268
Johnson,1961,3/26/1961,16:00:00,3,1,50,32.48,-97.37,32.48,-97.35
Johnson,1961,3/26/1961,16:00:00,2,0.3,17,32.55,-97.37,32.55,-97.37
Dallas,1961,4/11/1961,16:55:00,2,0.3,33,32.97,-96.75,32.97,-96.74
Bosque,1961,4/11/1961,17:00:00,1,4.5,100,31.78,-97.4,31.78,-97.32
Hill,1961,4/11/1961,17:00:00,1,9.1,100,31.78,-97.32,31.79,-97.17
Hopkins,1961,8/29/1961,17:00:00,1,0.2,17,33.13,-95.62,33.13,-95.62
Hopkins,1961,3/26/1961,19:10:00,2,3.8,250,33.02,-95.52,33.05,-95.47
Hopkins,1961,3/26/1961,19:10:00,2,4.7,250,33.03,-95.4,33.07,-95.33
Hopkins,1961,3/26/1961,16:00:00,2,0.8,280,33.33,-95.37,33.33,-95.35
Young,1961,4/8/1961,15:30:00,0,0.1,17,33.37,-98.77,33.37,-98.77
Kaufman,1961,3/26/1961,20:40:00,2,0.5,10,32.361,-96.114,32.363,-96.104
Johnson,1962,6/8/1962,15:00:00,2,0.5,133,32.45,-97.35,32.45,-97.35
Erath,1962,3/20/1962,9:30:00,1,0.5,67,32.1,-98.28,32.09,-98.27
Johnson,1962,6/28/1962,18:00:00,2,0.5,27,32.33,-97.33,32.33,-97.33
Johnson,1962,9/7/1962,20:40:00,2,1.5,167,32.36,-97.39,32.37,-97.36
Grayson,1962,3/24/1962,13:30:00,1,2,33,33.42,-96.57,33.42,-96.56
Grayson,1962,3/24/1962,13:30:00,0,0.5,33,33.42,-96.57,33.42,-96.56
Ellis,1962,6/8/1962,18:30:00,1,0.5,10,32.28,-96.88,32.28,-96.87
Falls,1962,6/12/1962,12:00:00,1,2,40,31.12,-97.07,31.12,-97.03
Denton,1962,8/24/1962,15:00:00,1,1,27,33.05,-97,33.05,-96.98
Limestone,1962,6/9/1962,11:15:00,0,0.1,10,31.68,-96.47,31.68,-96.47
Hopkins,1962,3/24/1962,15:30:00,2,2,300,33.25,-95.76,33.27,-95.73
Parker,1962,7/26/1962,19:00:00,2,0.1,10,32.7,-97.78,32.7,-97.78
Milam,1962,6/1/1962,7:45:00,2,0.5,50,30.65,-97.02,30.65,-97.02
Stephens,1963,6/11/1963,19:30:00,0,1,17,32.72,-98.91,32.72,-98.91
Montague,1963,9/6/1963,13:30:00,2,0.1,17,33.5,-97.72,33.5,-97.72
Johnson,1963,8/8/1963,15:00:00,1,2,67,32.4,-97.47,32.4,-97.47
Montague,1963,11/19/1963,10:00:00,1,0.5,100,33.93,-97.62,33.93,-97.62
Johnson,1963,9/6/1963,14:30:00,2,1.5,50,32.55,-97.32,32.55,-97.32
Collin,1963,5/19/1963,15:00:00,0,0.5,10,33.18,-96.78,33.18,-96.77
Tarrant,1963,9/7/1963,13:30:00,2,0.4,50,32.83,-97.1,32.83,-97.1
McLennan,1963,3/10/1963,22:13:00,1,1,17,31.55,-96.85,31.55,-96.83
Dallas,1963,5/27/1963,19:00:00,0,0.5,17,32.8,-96.75,32.8,-96.74
McLennan,1963,8/30/1963,13:59:00,2,1,17,31.65,-97.24,31.65,-97.24
Cooke,1963,11/19/1963,11:00:00,1,0.5,17,33.65,-97.37,33.66,-97.37
Collin,1963,4/28/1963,12:30:00,1,1,880,33.33,-96.53,33.33,-96.51
Collin,1963,4/22/1963,17:30:00,2,7.7,1760,33.13,-96.82,33.2,-96.72
Limestone,1963,8/13/1963,15:20:00,0,0.5,13,31.65,-96.45,31.65,-96.45
Dallas,1963,5/29/1963,18:00:00,0,0.5,17,32.8,-96.75,32.8,-96.74
Grayson,1963,7/29/1963,17:30:00,1,0.5,100,33.42,-96.57,33.42,-96.56
Bell,1963,4/28/1963,20:30:00,2,0.5,50,31.12,-97.73,31.12,-97.72
Kaufman,1963,3/11/1963,0:15:00,3,2,33,32.58,-96.3,32.58,-96.33
Eastland,1964,8/27/1964,19:30:00,0,0.5,67,32.22,-98.68,32.22,-98.67
Lamar,1964,4/23/1964,11:00:00,2,2,23,33.85,-95.34,33.89,-95.31
Anderson,1964,8/24/1964,15:45:00,1,3.6,880,31.72,-95.63,31.73,-95.58
Delta,1964,4/22/1964,20:00:00,3,5.9,50,33.39,-95.85,33.46,-95.82
Tarrant,1964,9/21/1964,10:56:00,0,0.1,17,32.79,-97.44,32.79,-97.44
Lamar,1964,4/23/1964,7:19:00,2,23,100,33.65,-95.62,33.89,-95.31
Leon,1964,11/19/1964,16:45:00,1,0.3,100,31.0358,-96.104,31.0358,-96.104
Hamilton,1964,4/24/1964,15:00:00,1,0.5,67,31.7,-98.28,31.7,-98.27
Montague,1964,8/26/1964,21:45:00,2,0.1,17,33.78,-97.72,33.78,-97.72
Cooke,1964,7/29/1964,17:00:00,1,0.5,10,33.63,-97.23,33.63,-97.22
Comanche,1964,4/24/1964,16:43:00,1,1,20,32,-98.6,32,-98.58
Johnson,1964,11/19/1964,0:01:00,0,1,50,32.33,-97.5,32.32,-97.51
Cooke,1964,7/27/1964,15:00,0,0.5,33,33.48,-97.3,33.48,-97.29
Jack,1964,5/22/1964,15:28:00,0,0.2,13,33.1,-98.05,33.1,-98.05
Johnson,1965,6/23/1965,20:15:00,2,0.1,17,32.53,-97.6,32.53,-97.6
Bell,1965,8/9/1965,17:00:00,2,0.5,10,31.1,-97.42,31.1,-97.41
Grayson,1965,8/6/1965,20:45:00,2,0.5,17,33.77,-96.68,33.77,-96.67
Hill,1965,5/9/1965,14:00:00,2,0.5,17,31.93,-97.33,31.93,-97.32
Wise,1965,5/12/1965,13:30:00,2,0.1,17,33.3,-97.78,33.3,-97.78
Hill,1965,3/16/1965,21:00:00,3,2.6,50,32,-96.9,32.02,-96.86
Van Zandt,1965,5/9/1965,20:00:00,2,2.5,10,32.38,-95.83,32.38,-95.79
Navarro,1965,3/16/1965,21:09:00,3,8.4,50,32.02,-96.86,32.05,-96.73
Montague,1965,4/14/1965,15:00:00,3,1,200,33.87,-97.67,33.87,-97.67
Navarro,1965,5/10/1965,15:15:00,2,8,100,32.1,-96.47,32.05,-96.58
Jack,1965,4/14/1965,17:30:00,2,0.5,10,33.03,-98.07,33.03,-98.07
Bosque,1966,4/19/1966,16:00:00,2,2,880,32.07,-97.75,32.07,-97.72
Cooke,1966,2/8/1966,21:00:00,0,0.8,23,33.62,-97.08,33.62,-97.06
Young,1966,4/10/1966,17:00:00,1,1,20,33.38,-98.75,33.38,-98.73
Hood,1966,9/14/1966,18:00:00,1,0.5,33,32.4,-97.8,32.4,-97.8
Fannin,1966,5/23/1966,16:00:00,1,0.5,23,33.6,-96.17,33.61,-96.16
Hunt,1966,5/23/1966,17:10:00,0,0.1,60,33.38,-96.08,33.38,-96.08
Fannin,1966,5/23/1966,16:00:00,1,1.5,13,33.6,-96.17,33.62,-96.15
Fannin,1966,5/23/1966,16:00:00,1,0.5,13,33.6,-96.17,33.61,-96.16
Hunt,1966,5/23/1966,17:10:00,1,0.1,50,33.38,-96.08,33.38,-96.08
Fannin,1966,5/23/1966,16:00:00,0,1.5,13,33.6,-96.17,33.62,-96.15
Fannin,1966,5/23/1966,16:00:00,0,0.4,13,33.6,-96.17,33.61,-96.16
Dallas,1966,5/23/1966,14:30:00,2,1,333,32.57,-96.88,32.58,-96.86
Eastland,1966,4/29/1966,15:00:00,1,2,33,32.27,-99.05,32.27,-99.02
Bosque,1966,4/19/1966,16:30:00,1,0.1,27,32.07,-97.55,32.07,-97.55
Palo Pinto,1966,8/30/1966,20:00:00,1,0.8,33,32.83,-98.06,32.83,-98.06
Hunt,1966,5/23/1966,17:10:00,3,2,100,33.38,-96.08,33.355,-96.052
Fannin,1966,5/23/1966,16:00:00,1,0.1,13,33.6,-96.17,33.6,-96.17
Hunt,1966,8/13/1966,14:00:00,1,0.1,23,33.07,-96.07,33.07,-96.07
Henderson,1966,4/23/1966,1:05:00,2,0.1,880,32.33,-95.57,32.33,-95.57
Denton,1966,6/12/1966,18:45:00,3,3.6,133,33.3,-97,33.33,-96.97
Leon,1967,4/13/1967,17:00:00,2,5,300,31.57,-95.88,31.59,-95.79
Bell,1967,4/13/1967,2:30:00,2,5.4,90,31.07,-97.45,31.12,-97.38
Erath,1967,5/30/1967,20:20:00,0,0.5,17,32.45,-98.32,32.46,-98.31
Mills,1967,3/26/1967,19:00:00,1,0.1,10,31.7,-98.62,31.7,-98.62
McLennan,1967,6/11/1967,17:00:00,2,1,100,31.72,-97.3,31.72,-97.29
Dallas,1967,3/26/1967,5:00:00,0,0.3,33,32.77,-96.98,32.77,-96.98
Fannin,1967,3/25/1967,21:00:00,2,2,67,33.4,-96.23,33.4,-96.2
Eastland,1967,5/30/1967,21:00:00,0,0.5,33,32.43,-98.68,32.43,-98.67
Denton,1967,6/29/1967,17:30:00,2,1,33,33.27,-97.22,33.27,-97.2
Collin,1967,3/25/1967,21:00:00,0,1,17,33.17,-96.62,33.17,-96.6
Denton,1967,5/30/1967,17:50:00,0,0.6,20,33.03,-97.17,33.03,-97.16
Collin,1967,3/25/1967,21:00:00,0,1,17,33.17,-96.6,33.17,-96.61
Wise,1967,5/30/1967,23:00:00,1,0.5,33,33.37,-97.38,33.37,-97.38
Bell,1967,4/13/1967,2:35:00,0,0.5,33,31.07,-97.45,31.06,-97.44
Van Zandt,1967,4/13/1967,9:00:00,2,6.1,100,32.5,-95.95,32.5,-95.85
Hunt,1967,12/21/1967,5:45:00,3,0.1,33,33.1,-96.1,33.1,-96.1
Navarro,1967,5/1/1967,10:00:00,2,1.5,33,32.19,-96.28,32.18,-96.26
Navarro,1967,6/11/1967,18:30:00,2,0.1,50,31.97,-96.65,31.97,-96.65
Parker,1967,4/20/1967,20:40:00,1,0.5,33,32.83,-97.55,32.83,-97.55
Eastland,1967,5/30/1967,21:00:00,0,0.5,33,32.43,-98.68,32.43,-98.67
Parker,1968,5/7/1968,16:23:00,0,1,67,32.77,-97.87,32.77,-97.85
Collin,1968,4/22/1968,7:50:00,1,0.5,17,33.28,-96.73,33.27,-96.73
Coryell,1968,5/17/1968,10:00:00,1,1,17,31.45,-97.98,31.45,-97.93
Henderson,1968,12/27/1968,11:20:00,0,0.5,100,32.2,-95.87,32.2,-95.86
Tarrant,1968,4/22/1968,11:08:00,1,0.3,20,32.67,-97.42,32.67,-97.42
Tarrant,1968,6/3/1968,15:00:00,0,0.1,17,32.74,-97.42,32.74,-97.42
Tarrant,1968,10/21/1968,18:30:00,1,1,17,32.88,-97.48,32.88,-97.48
Collin,1968,5/13/1968,3:00:00,2,0.4,33,32.98,-96.39,32.99,-96.39
Wise,1968,5/7/1968,15:20:00,0,1,17,33.23,-97.67,33.23,-97.65
Hill,1968,5/11/1968,22:44:00,2,10,33,32.17,-97.23,32.17,-97.06
Johnson,1968,5/13/1968,12:17:00,2,0.2,33,32.38,-97.37,32.38,-97.37
Cooke,1968,3/30/1968,21:45:00,2,3.6,100,33.5,-97.17,33.5,-97.1
Cooke,1968,4/19/1968,11:00:00,2,1.5,23,33.5,-97.05,33.51,-97.03
Johnson,1968,12/18/1968,11:15:00,1,0.1,13,32.5504,-97.3173,32.5504,-97.3173
Parker,1968,5/7/1968,16:30:00,1,12,33,32.8,-97.82,32.69,-97.67
Parker,1968,5/25/1968,15:00:00,1,0.3,17,32.97,-97.8,32.97,-97.8
Johnson,1968,12/18/1968,11:37:00,0,0.1,100,32.37,-97.42,32.37,-97.42
Tarrant,1968,12/27/1968,9:00:00,1,0.1,17,32.77,-97.42,32.77,-97.42
Lampasas,1968,1/18/1968,6:55:00,1,0.3,33,31.23,-98.37,31.23,-98.37
Van Zandt,1968,5/17/1968,20:30:00,0,0.8,13,32.56,-95.89,32.56,-95.88
Denton,1968,4/22/1968,6:40:00,1,1.5,20,33.17,-97.3,33.17,-97.27
Parker,1968,6/25/1968,18:00:00,1,2,13,32.67,-97.95,32.69,-97.93
Dallas,1968,5/25/1968,21:00:00,0,0.5,10,32.63,-96.63,32.63,-96.62
Dallas,1968,5/13/1968,2:42:00,1,1,17,32.67,-96.78,32.67,-96.76
Ellis,1968,4/26/1968,19:00:00,1,0.3,17,32.13,-96.93,32.13,-96.92
Jack,1968,12/18/1968,10:30:00,1,0.1,17,33.03,-98.08,33.03,-98.08
Tarrant,1969,4/27/1969,5:00:00,2,0.1,100,32.863,-97.206,32.863,-97.206
Collin,1969,4/27/1969,5:10:00,2,16.5,200,33.05,-96.72,33.13,-96.45
Hunt,1969,4/27/1969,4:50:00,2,0.5,20,33.15,-96.02,33.15,-96.02
Bell,1969,8/14/1969,18:00:00,1,0.5,10,31.12,-97.73,31.12,-97.72
Dallas,1969,5/8/1969,15:24:00,0,0.5,10,32.58,-96.65,32.58,-96.64
Bell,1969,8/14/1969,18:30:00,2,0.5,10,31.08,-97.3,31.08,-97.29
Hopkins,1969,5/14/1969,14:00:00,3,0.5,10,33.05,-95.48,33.05,-95.48
Dallas,1969,10/12/1969,6:50:00,3,28,200,32.67,-96.83,32.98,-96.53
Bell,1969,8/14/1969,18:45:00,2,0.5,10,31.08,-97.3,31.08,-97.29
Kaufman,1969,9/8/1969,19:30:00,1,0.1,10,32.52,-96.27,32.52,-96.27
Denton,1969,5/15/1969,16:30:00,2,0.2,33,33.37,-97.2,33.37,-97.2
Hill,1969,5/14/1969,16:20:00,3,0.5,33,31.92,-96.88,31.92,-96.87
Collin,1969,10/12/1969,7:44:00,3,17.9,200,32.98,-96.53,33.23,-96.45
Dallas,1970,4/25/1970,5:00:00,2,1,10,32.8,-96.93,32.8,-96.91
Grayson,1970,6/23/1970,13:00:00,2,0.5,67,33.75,-96.5,33.75,-96.4
Kaufman,1970,4/25/1970,6:15:00,2,0.1,10,32.67,-96.33,32.67,-96.33
Rockwall,1970,4/18/1970,22:00:00,2,0.1,10,32.97,-96.32,32.97,-96.32
Robertson,1970,4/18/1970,22:20:00,0,0.8,27,31.05,-96.48,31.05,-96.48
Johnson,1970,10/26/1970,21:00:00,1,1,23,32.33,-97.3,32.34,-97.29
McLennan,1970,8/29/1970,16:00:00,1,0.3,50,31.67,-97.13,31.67,-97.13
Comanche,1970,4/26/1970,17:30:00,0,0.5,13,31.88,-98.7,31.89,-98.6
Comanche,1970,4/26/1970,17:30:00,1,1,23,31.92,-98.73,31.93,-98.72
Comanche,1970,4/26/1970,17:30:00,2,1,267,31.92,-98.75,31.93,-98.74
Young,1970,4/25/1970,12:30:00,2,0.5,33,33.05,-98.58,33.05,-98.58
Hill,1970,10/26/1970,20:15:00,1,0.2,33,31.97,-96.84,31.97,-96.84
Fannin,1970,4/25/1970,5:30:00,1,6.1,20,33.6,-96.17,33.65,-96.08
Bosque,1970,10/26/1970,17:30:00,0,0.5,33,31.77,-97.58,31.77,-97.57
Eastland,1970,6/21/1970,16:40:00,1,1,33,32.37,-99,32.37,-98.98
Eastland,1970,10/22/1970,16:00:00,2,1,33,32.38,-98.82,32.38,-98.8
Bosque,1970,10/26/1970,17:30:00,0,0.1,50,31.77,-97.58,31.77,-97.57
Eastland,1970,10/22/1970,16:30:00,1,1,20,32.18,-98.78,32.18,-98.76
Collin,1970,4/18/1970,21:30:00,1,1,20,33.03,-96.68,33.03,-96.66
Hunt,1970,3/3/1970,6:00:00,1,0.8,23,33.02,-95.95,33.02,-95.95
Tarrant,1970,4/25/1970,14:48:00,1,0.5,27,32.8,-97.3,32.8,-97.3
Eastland,1970,6/21/1970,16:40:00,0,0.8,27,32.37,-99,32.37,-98.99
Tarrant,1970,4/18/1970,15:55:00,2,2,50,32.8,-97.47,32.8,-97.47
Eastland,1970,10/22/1970,16:00:00,1,0.5,17,32.18,-98.78,32.18,-98.77
Collin,1970,9/1/1970,16:15:00,1,14.1,23,33.27,-96.55,33.13,-96.37
Palo Pinto,1971,5/6/1971,12:50:00,1,0.3,20,32.78,-98.3,32.78,-98.3
Tarrant,1971,12/14/1971,17:15:00,0,0.1,10,32.8,-97.49,32.8,-97.49
Johnson,1971,2/18/1971,16:45:00,1,0.1,50,32.33,-97.33,32.33,-97.33
Johnson,1971,4/28/1971,18:30:00,1,0.5,20,32.45,-97.48,32.45,-97.48
Johnson,1971,10/19/1971,18:00:00,2,7.6,50,32.42,-97.53,32.48,-97.43
Henderson,1971,4/28/1971,19:30:00,1,1,100,32.32,-96.02,32.31,-96
Johnson,1971,4/28/1971,18:30:00,2,0.5,20,32.43,-97.18,32.43,-97.18
Johnson,1971,12/14/1971,17:10:00,2,0.2,17,32.52,-97.43,32.52,-97.43
Johnson,1971,12/14/1971,17:15:00,1,0.1,17,32.52,-97.43,32.52,-97.43
Hopkins,1971,12/14/1971,19:25:00,2,0.5,20,33.17,-95.62,33.17,-95.62
Johnson,1971,12/14/1971,17:20:00,1,0.1,17,32.52,-97.43,32.52,-97.43
Johnson,1971,4/28/1971,18:30:00,1,0.5,20,32.4,-97.4,32.4,-97.4
Hill,1971,2/18/1971,18:30:00,2,0.5,440,31.83,-97.17,31.83,-97.16
Hill,1971,5/23/1971,17:45:00,2,7.1,33,31.93,-97.32,31.95,-97.2
Hill,1971,5/23/1971,17:45:00,2,7.1,33,31.93,-97.32,31.95,-97.2
Parker,1971,2/18/1971,14:55:00,1,1,440,32.99,-97.558,32.99,-97.544
Palo Pinto,1971,5/6/1971,12:50:00,1,0.3,20,32.78,-98.3,32.78,-98.3
Fannin,1971,12/14/1971,22:00:00,1,0.5,20,33.58,-96.17,33.58,-96.16
Hunt,1971,12/14/1971,18:30:00,2,11.9,440,33.13,-96.1,33.25,-95.95
Hunt,1971,7/19/1971,15:00:00,1,0.3,10,33.2,-96.15,33.2,-96.15
Hunt,1971,2/18/1971,18:00:00,1,2,440,33.26,-96.2,33.28,-96.18
Tarrant,1971,12/14/1971,17:45:00,1,0.1,10,32.829,-97.187,32.829,-97.187
Hood,1971,4/28/1971,17:30:00,2,11.7,10,32.47,-97.83,32.53,-97.65
Hill,1971,5/23/1971,17:45:00,3,7.1,33,31.93,-97.32,31.95,-97.2
Hamilton,1971,4/16/1971,9:00:00,1,0.2,17,31.7,-98.1,31.7,-98.1
Tarrant,1971,12/14/1971,17:30:00,1,0.2,20,32.665,-97.178,32.665,-97.178
Grayson,1971,3/12/1971,17:15:00,3,5.2,440,33.42,-96.85,33.43,-96.76
Grayson,1971,3/12/1971,17:30:00,3,5.1,440,33.5,-96.6,33.55,-96.53
Grayson,1971,3/12/1971,17:30:00,3,5.1,440,33.5,-96.6,33.55,-96.53
Grayson,1971,3/12/1971,17:30:00,1,0.5,10,33.5,-96.6,33.51,-96.59
Hill,1971,12/14/1971,17:40:00,1,0.5,17,32.15,-97.13,32.15,-97.12
Grayson,1971,3/12/1971,20:00:00,1,0.5,20,33.42,-96.67,33.42,-96.66
Grayson,1971,12/14/1971,18:00:00,2,0.6,20,33.62,-96.58,33.63,-96.57
Tarrant,1971,12/14/1971,17:40:00,1,1,17,32.61,-97.14,32.62,-97.13
Palo Pinto,1971,5/6/1971,12:50:00,1,0.3,20,32.78,-98.3,32.78,-98.3
Falls,1971,11/17/1971,15:00:00,1,2,50,31.1,-96.98,31.08,-96.96
McLennan,1971,2/21/1971,7:30:00,2,0.1,17,31.62,-97.1,31.62,-97.1
Wise,1971,5/10/1971,18:00:00,1,0.1,10,33.2,-97.83,33.2,-97.83
Ellis,1971,4/28/1971,20:00:00,2,1,100,32.35,-96.62,32.34,-96.6
Ellis,1971,3/18/1971,10:28:00,0,0.3,10,32.47,-96.82,32.47,-96.81
Collin,1971,12/14/1971,18:15:00,0,3.6,100,33.35,-96.53,33.37,-96.48
Collin,1971,7/19/1971,17:15:00,1,0.5,10,33.25,-96.78,33.25,-96.77
Coryell,1971,4/17/1971,21:00:00,1,0.5,10,31.42,-97.5,31.42,-97.49
Coryell,1971,12/14/1971,17:10:00,1,0.1,17,31.14,-97.92,31.14,-97.92
Dallas,1971,12/14/1971,18:30:00,1,1.5,1760,32.88,-96.6,32.88,-96.57
Dallas,1971,12/14/1971,18:15:00,2,4.3,167,32.77,-96.6,32.78,-96.53
Dallas,1971,12/14/1971,18:00:00,1,0.5,17,32.63,-96.9,32.63,-96.8
Bosque,1971,5/9/1971,17:55:00,2,0.1,67,31.72,-97.6,31.72,-97.6
Dallas,1971,2/18/1971,17:20:00,1,0.5,13,32.62,-96.77,32.63,-96.77
Dallas,1971,10/19/1971,20:37:00,1,0.5,50,32.95,-96.95,32.95,-96.94
Dallas,1971,12/14/1971,17:30:00,1,0.1,17,32.745,-96.726,32.745,-96.726
Dallas,1971,12/14/1971,18:00:00,1,1,100,32.97,-96.9,32.97,-96.88
Eastland,1971,6/15/1971,15:00:00,1,2,20,32.47,-98.68,32.48,-98.71
Eastland,1971,4/28/1971,17:00:00,1,9.1,440,32.25,-98.83,32.32,-98.7
Denton,1971,12/14/1971,18:10:00,2,0.5,17,33.03,-97,33.03,-96.99
Denton,1971,7/26/1971,15:40:00,2,0.5,17,33.13,-97.02,33.13,-97.01
Ellis,1971,4/28/1971,19:50:00,2,10,100,32.42,-96.85,32.36,-96.7
Bell,1971,8/26/1971,16:00:00,1,0.5,10,31.05,-97.47,31.05,-97.46
McLennan,1971,12/14/1971,18:00:00,1,0.3,100,31.67,-97.1,31.67,-97.1
Bell,1971,4/16/1971,14:15:00,1,0.3,20,31.01,-97.18,31.01,-97.18
Erath,1971,4/28/1971,16:50:00,2,0.5,10,32.22,-98.2,32.21,-98.2
McLennan,1971,6/21/1971,15:30:00,1,0.1,10,31.77,-97.19,31.77,-97.19
Navarro,1972,3/27/1972,15:03:00,1,0.1,40,32.119,-96.76,32.119,-96.76
Hood,1972,8/8/1972,17:50:00,1,0.8,10,32.453,-97.78,32.46,-97.77
Hill,1972,3/26/1972,17:00:00,1,0.5,10,31.83,-96.92,31.84,-96.91
Tarrant,1972,11/12/1972,21:15:00,1,0.1,77,32.68,-97.21,32.68,-97.21
Coryell,1972,11/12/1972,21:50:00,1,4.8,100,31.33,-97.52,31.35,-97.44
Hill,1972,3/26/1972,16:30:00,2,6.5,100,32.02,-97.13,32.05,-97.03
Dallas,1972,11/12/1972,21:30:00,1,0.3,10,32.72,-96.85,32.72,-96.84
McLennan,1972,11/12/1972,21:57:00,1,19.5,100,31.35,-97.44,31.45,-97.13
McLennan,1972,10/21/1972,21:30:00,2,1.5,20,31.5,-97.23,31.51,-97.22
Henderson,1972,10/21/1972,23:22:00,2,1.3,440,32.28,-96.2,32.29,-96.18
Jack,1972,4/14/1972,10:00:00,1,0.5,10,33.22,-98.17,33.22,-98.17
Dallas,1972,11/12/1972,21:50:00,1,0.3,10,32.63,-96.7,32.63,-96.7
McLennan,1972,10/21/1972,21:00:00,1,0.1,67,31.43,-97.28,31.43,-97.28
McLennan,1972,10/21/1972,21:30:00,2,1,20,31.53,-97.2,31.55,-97.19
Henderson,1972,10/21/1972,23:22:00,2,1.3,440,32.28,-96.2,32.29,-96.18
McLennan,1972,5/13/1972,18:08:00,1,1,100,31.4,-97.22,31.4,-97.22
Bell,1972,5/1/1972,18:15:00,1,0.5,10,31.1,-97.33,31.1,-97.32
Cooke,1972,4/19/1972,20:45:00,1,0.25,10,33.67,-97.37,33.67,-97.37
Collin,1972,8/10/1972,16:00:00,0,1,10,33.28,-96.45,33.28,-96.43
Kaufman,1972,3/24/1972,17:10:00,2,2,200,32.62,-96.37,32.62,-96.34
Kaufman,1972,5/29/1972,19:30:00,1,0.1,10,32.358,-96.104,32.358,-96.104
Bell,1972,10/21/1972,21:00:00,2,2.5,100,31.25,-97.4,31.25,-97.36
Tarrant,1972,9/26/1972,20:14:00,1,0.5,440,32.95,-97.42,32.95,-97.42
Tarrant,1972,9/29/1972,14:45:00,1,0.1,13,32.75,-97.061,32.75,-97.061
Wise,1973,11/24/1973,14:30:00,2,0.1,10,33,-97.62,33,-97.62
Rockwall,1973,10/12/1973,18:44:00,0,0.3,3,32.95,-96.45,32.95,-96.45
Grayson,1973,3/10/1973,7:00:00,3,6.8,100,33.77,-96.85,33.77,-96.73
Navarro,1973,4/15/1973,19:50:00,3,3.8,200,32.08,-96.47,32.08,-96.52
Milam,1973,11/23/1973,12:00:00,1,4.3,70,30.63,-97.12,30.68,-97.15
McLennan,1973,5/6/1973,19:25:00,5,4.8,100,31.58,-97.47,31.657,-97.468
Bosque,1973,5/6/1973,19:28:00,5,5.2,100,31.657,-97.468,31.73,-97.46
McLennan,1973,3/10/1973,6:02:00,4,2.1,150,31.53,-96.83,31.56,-96.83
Milam,1973,1/20/1973,21:00:00,1,0.3,10,30.57,-97.07,30.57,-97.07
Limestone,1973,6/3/1973,17:00:00,2,6.8,100,31.43,-96.62,31.48,-96.52
Limestone,1973,3/10/1973,6:11:00,4,14.1,150,31.56,-96.83,31.76,-96.82
Hill,1973,3/10/1973,6:21:00,4,5.95,150,31.76,-96.82,31.85,-96.8
McLennan,1973,3/1/1973,14:50:00,2,8,50,31.62,-97.2,31.62,-97.07
Rains,1973,3/10/1973,8:00:00,1,0.3,50,32.87,-95.95,32.87,-95.95
Bell,1973,5/23/1973,18:46:00,2,3.3,150,31.1,-97.33,31.1,-97.28
Hopkins,1973,3/10/1973,8:45:00,2,0.5,150,33.17,-95.63,33.17,-95.63
Anderson,1973,6/3/1973,18:30:00,1,0.1,10,31.77,-95.62,31.77,-95.62
Hunt,1973,4/24/1973,16:30:00,1,0.3,50,33.31,-95.96,33.31,-95.96
Parker,1973,5/11/1973,18:30:00,1,2,440,32.96,-97.67,32.97,-97.7
Tarrant,1973,3/6/1973,6:25:00,2,1.5,30,32.82,-97.18,32.82,-97.15
Tarrant,1973,6/19/1973,18:30:00,2,0.3,500,32.576,-97.302,32.576,-97.302
Rains,1973,12/3/1973,13:45:00,3,3,27,32.8,-95.68,32.82,-95.64
Parker,1973,5/11/1973,19:20:00,1,2,20,32.75,-98.02,32.75,-97.99
Johnson,1973,5/6/1973,19:15:00,2,12,100,32.45,-97.47,32.55,-97.31
Parker,1973,5/6/1973,17:01:00,2,1,100,32.83,-97.88,32.83,-97.88
Parker,1973,5/6/1973,15:40:00,2,1,50,32.78,-97.91,32.78,-97.91
Lampasas,1973,5/24/1973,17:55:00,2,2.5,250,31.32,-98.38,31.32,-98.38
Denton,1973,12/3/1973,13:10:00,2,0.5,10,33.07,-97,33.07,-96.99
Ellis,1973,3/9/1973,19:59:00,0,1.5,10,32.33,-96.5,32.35,-96.49
Tarrant,1973,5/6/1973,20:20:00,2,2.5,150,32.75,-97.12,32.77,-97.08
Johnson,1973,4/23/1973,17:00:00,3,2.5,333,32.37,-97.38,32.35,-97.41
Tarrant,1973,5/11/1973,19:29:00,2,8.4,200,32.8,-97.42,32.89,-97.33
Kaufman,1973,1/31/1973,16:50:00,0,6.2,300,32.53,-96.2,32.6,-96.13
Lamar,1973,3/10/1973,8:00:00,2,1.5,100,33.57,-95.4,33.57,-95.4
Fannin,1973,5/6/1973,19:30:00,2,0.5,20,33.58,-96.18,33.58,-96.17
Dallas,1973,5/1/1973,13:45:00,1,0.25,20,32.88,-96.77,32.88,-96.77
Collin,1973,11/20/1973,1:10:00,1,0.5,10,33,-96.72,33,-96.71
Johnson,1973,11/24/1973,13:15:00,3,0.1,33,32.35,-97.4,32.35,-97.4
