County,Year,Date,Time_CST,Rating,Length,Width,Start Lat,Start Long,End Lat,End Long
Fannin,1973,5/6/1973,21:30:00,2,0.5,67,33.8,-95.92,33.8,-95.91
Lamar,1974,4/21/1974,16:45:00,2,0.3,10,33.58,-95.45,33.58,-95.45
Tarrant,1974,5/14/1974,18:40:00,2,0.3,100,32.68,-97.48,32.68,-97.48
Young,1974,6/4/1974,3:15:00,2,1,467,33.15,-98.64,33.15,-98.64
Mills,1974,10/31/1974,3:00:00,1,0.1,10,31.45,-98.57,31.45,-98.57
Lamar,1974,4/21/1974,17:15:00,2,1,10,33.67,-95.38,33.67,-95.36
Cooke,1974,10/28/1974,4:17:00,2,3.3,10,33.65,-97.2,33.63,-97.15
Anderson,1974,10/31/1974,8:50:00,3,2,500,31.62,-95.58,31.62,-95.54
Cooke,1974,10/30/1974,15:20:00,0,4.5,10,33.43,-97.18,33.5,-97.17
Cooke,1974,10/30/1974,15:45:00,2,0.5,40,33.63,-97.15,33.63,-97.14
Eastland,1974,10/30/1974,15:00:00,1,0.5,10,32.38,-98.97,32.39,-98.65
Anderson,1974,10/31/1974,10:30:00,1,0.1,10,31.57,-95.5,31.57,-95.5
Kaufman,1974,4/21/1974,17:50:00,2,1,200,32.75,-96.3,32.76,-96.28
McLennan,1974,4/13/1974,17:52:00,1,0.5,17,31.7,-97.22,31.7,-97.22
Hunt,1974,6/7/1974,16:30:00,2,0.1,10,33.15,-95.95,33.15,-95.95
Hunt,1974,6/7/1974,15:30:00,2,1,100,33.22,-96.22,33.22,-96.22
Dallas,1974,4/11/1974,5:10:00,2,0.3,100,32.77,-96.78,32.77,-96.77
Grayson,1974,10/30/1974,16:00:00,2,0.5,10,33.72,-96.9,33.73,-96.89
McLennan,1974,4/13/1974,17:30:00,2,0.5,10,31.55,-97.25,31.55,-97.25
Wise,1974,4/21/1974,14:00:00,1,0.1,10,33.33,-97.7,33.33,-97.7
Grayson,1974,5/14/1974,18:10:00,3,2,33,33.53,-96.85,33.53,-96.81
Johnson,1974,4/11/1974,4:15:00,1,3.3,100,32.47,-97.38,32.5,-97.35
Navarro,1974,10/31/1974,0:46:00,2,0.1,10,32.05,-96.68,32.05,-96.68
Hill,1974,10/31/1974,2:00:00,1,0.5,10,32,-97.13,32,-97.12
Lamar,1974,5/25/1974,21:15:00,2,0.1,10,33.5,-95.38,33.5,-95.38
Lamar,1974,5/3/1974,18:00:00,2,0.1,10,33.67,-95.38,33.67,-95.38
Hopkins,1974,10/31/1974,4:30:00,2,4.7,40,33.13,-95.6,33.17,-95.53
Dallas,1975,7/25/1975,11:10:00,0,0.5,10,32.91,-96.55,32.91,-96.55
Navarro,1975,7/3/1975,14:20:00,2,0.1,10,32.1,-96.47,32.1,-96.47
Grayson,1975,3/27/1975,22:50:00,0,0.5,10,33.72,-96.6,33.72,-96.5
Grayson,1975,3/28/1975,0:10:00,0,0.5,10,33.65,-96.65,33.65,-96.64
Mills,1975,5/13/1975,19:00:00,0,20,800,31.49,-98.84,31.52,-98.5
Dallas,1975,6/8/1975,18:26:00,0,0.5,10,32.65,-96.98,32.65,-96.97
Grayson,1975,3/28/1975,0:30:00,0,0.5,10,33.72,-96.7,33.72,-96.6
Wise,1975,9/18/1975,18:00:00,1,0.1,107,33.22,-97.8,33.22,-97.8
Cooke,1975,3/27/1975,23:45:00,2,2,320,33.47,-97.17,33.49,-97.14
Johnson,1975,4/7/1975,22:30:00,2,0.2,27,32.35,-97.4,32.35,-97.4
Montague,1975,5/27/1975,16:58:00,0,0.1,10,33.67,-97.92,33.67,-97.92
Montague,1975,7/4/1975,11:45:00,0,0.1,10,33.45,-97.77,33.45,-97.77
Milam,1975,4/29/1975,15:45:00,2,15.02,200,30.87,-97,30.92,-96.75
Robertson,1975,4/29/1975,16:10:00,2,9.8,200,30.92,-96.75,30.99,-96.6
Collin,1975,6/9/1975,18:40:00,0,0.5,10,33.02,-96.72,33.02,-96.71
Tarrant,1975,5/29/1975,7:50:00,1,0.5,10,32.98,-97.21,32.98,-97.2
Tarrant,1975,5/26/1975,22:40:00,0,0.1,10,32.9,-97.53,32.9,-97.53
Tarrant,1975,5/14/1975,12:20:00,2,0.5,100,32.97,-97.35,32.97,-97.34
Cooke,1975,5/13/1975,20:10:00,0,0.5,10,33.63,-97.32,33.63,-97.311
Tarrant,1975,5/13/1975,20:20:00,1,0.1,10,32.83,-97.08,32.83,-97.08
Parker,1975,5/29/1975,7:15:00,2,0.1,10,32.82,-97.8,32.82,-97.8
Ellis,1975,10/24/1975,15:30:00,2,0.5,10,32.13,-96.95,32.13,-96.94
Ellis,1975,6/8/1975,18:56:00,0,0.5,10,32.52,-96.8,32.53,-96.8
Parker,1975,6/8/1975,1:05:00,2,0.1,10,32.8,-97.8,32.8,-97.8
Bell,1975,5/7/1975,17:30:00,2,0.5,10,31.08,-97.62,31.08,-97.61
Eastland,1975,3/17/1975,17:05:00,2,8.5,10,32.27,-98.93,32.38,-98.9
Bell,1975,5/20/1975,7:35:00,0,0.5,10,31.12,-97.35,31.12,-97.34
Wise,1975,5/29/1975,8:00:00,2,0.1,10,33,-97.48,33,-97.48
Palo Pinto,1975,6/8/1975,17:00:00,2,0.1,10,32.98,-98.42,32.98,-98.42
Wise,1975,5/13/1975,19:45:00,0,0.1,10,33.1,-97.92,33.1,-97.92
Parker,1976,5/12/1976,17:00:00,1,0.1,10,32.75,-98.02,32.75,-98.02
Johnson,1976,4/20/1976,0:20:00,1,0.1,10,32.25,-97.2,32.25,-97.2
Johnson,1976,5/26/1976,14:30:00,1,0.1,50,32.503,-97.6097,32.503,-97.6097
Johnson,1976,5/26/1976,14:45:00,1,0.5,50,32.35,-97.4,32.35,-97.4
Johnson,1976,5/26/1976,15:12:00,3,3.8,100,32.4,-97.45,32.35,-97.43
Johnson,1976,5/26/1976,15:25:00,1,0.2,50,32.32,-97.5,32.32,-97.5
Bell,1976,5/31/1976,17:00:00,1,0.5,10,31.1,-97.7,31.1,-97.69
Bell,1976,5/26/1976,19:50:00,2,0.5,10,31.02,-97.7,31.02,-97.69
Bell,1976,5/26/1976,19:43:00,2,0.5,10,31.1,-97.63,31.1,-97.62
Bell,1976,5/26/1976,18:08:00,3,2,100,31.13,-97.53,31.13,-97.5
Bell,1976,5/26/1976,17:19:00,2,0.1,10,31.22,-97.47,31.22,-97.47
Johnson,1976,5/26/1976,15:40:00,2,0.2,100,32.27,-97.3,32.27,-97.3
Ellis,1976,5/26/1976,16:40:00,4,3.41,33,32.21,-97.04,32.18,-97
Hill,1976,5/26/1976,16:25:00,4,7.5,33,32.25,-97.18,32.21,-97.04
Johnson,1976,5/26/1976,16:17:00,4,6.5,300,32.27,-97.28,32.25,-97.18
Johnson,1976,9/2/1976,17:35:00,0,0.1,10,32.45,-97.52,32.45,-97.52
Bell,1976,5/5/1976,19:50:00,2,0.5,10,30.95,-97.77,30.95,-97.76
Rockwall,1976,5/30/1976,20:55:00,1,0.1,33,32.98,-96.45,32.98,-96.45
Rockwall,1976,5/23/1976,20:40:00,2,0.1,33,32.9,-96.48,32.9,-96.48
McLennan,1976,5/25/1976,13:20:00,2,6,33,31.66,-97.46,31.61,-97.37
Erath,1976,4/19/1976,19:30:00,2,11.1,300,31.95,-98.33,32.06,-98.19
Parker,1976,4/19/1976,12:45:00,2,0.3,10,32.68,-97.58,32.68,-97.58
Parker,1976,5/12/1976,17:15:00,2,2,100,32.75,-97.86,32.75,-97.83
Parker,1976,5/12/1976,17:20:00,2,2,100,32.72,-97.85,32.71,-97.81
McLennan,1976,5/25/1976,13:30:00,2,0.2,100,31.65,-97.32,31.65,-97.32
Dallas,1976,5/26/1976,16:25:00,3,4.5,150,32.9,-96.85,32.92,-96.78
Hill,1976,5/25/1976,13:30:00,3,0.5,10,32,-97.13,32,-97.12
McLennan,1976,4/15/1976,21:10:00,2,5,10,31.44,-97.5,31.5,-97.45
Cooke,1976,10/24/1976,14:00:00,0,1,10,33.57,-97.22,33.58,-97.21
Bosque,1976,5/25/1976,13:15:00,2,1,33,31.67,-97.47,31.66,-97.46
Cooke,1976,10/24/1976,14:00:00,0,1,10,33.57,-97.22,33.58,-97.21
Cooke,1976,4/19/1976,17:20:00,1,0.5,10,33.65,-97.15,33.66,-97.14
Bosque,1976,6/18/1976,20:34:00,1,0.5,10,31.78,-97.55,31.78,-97.54
Hood,1976,4/19/1976,20:55:00,2,0.2,10,32.52,-97.78,32.52,-97.78
Coryell,1976,4/20/1976,0:20:00,2,0.5,10,31.13,-97.92,31.13,-97.91
Coryell,1976,9/26/1976,15:18:00,1,0.5,10,31.43,-97.92,31.43,-97.91
Palo Pinto,1976,4/15/1976,20:30:00,1,0.2,33,33,-98.25,33,-98.25
Comanche,1976,4/19/1976,18:15:00,3,2.2,250,32.07,-98.88,32.09,-98.86
Kaufman,1976,6/24/1976,19:34:00,1,0.1,10,32.48,-96.42,32.48,-96.42
Cooke,1976,9/3/1976,18:00:00,1,0.5,10,33.48,-97.08,33.48,-97.07
Hood,1976,4/19/1976,20:28:00,2,0.2,10,32.45,-97.82,32.45,-97.82
Erath,1976,5/31/1976,15:55:00,2,4.1,10,32.37,-98.33,32.32,-98.32
Ellis,1976,3/26/1976,14:30:00,1,0.5,10,32.53,-96.87,32.53,-96.86
Tarrant,1976,7/4/1976,18:30:00,0,0.1,10,32.9,-97.13,32.9,-97.13
Tarrant,1976,7/4/1976,18:40:00,0,0.1,10,32.85,-97.2,32.85,-97.2
Tarrant,1976,4/19/1976,13:20:00,1,1.2,50,32.85,-97.53,32.87,-97.52
Fannin,1976,5/30/1976,20:30:00,1,0.5,10,33.71,-96.38,33.71,-96.37
Ellis,1976,6/18/1976,18:15:00,0,0.5,10,32.48,-96.98,32.48,-96.97
Grayson,1976,4/17/1976,18:45:00,0,0.5,10,33.42,-96.58,33.42,-96.57
Lampasas,1976,5/5/1976,17:40:00,1,0.1,10,31.23,-98.18,31.23,-98.18
Denton,1976,5/26/1976,13:32:00,1,0.5,10,33.27,-97.33,33.27,-97.32
Denton,1976,5/26/1976,13:25:00,1,0.5,10,33.42,-97.35,33.42,-97.34
Tarrant,1976,5/26/1976,15:35:00,0,0.1,13,32.78,-97.23,32.78,-97.23
Young,1976,4/15/1976,19:00:00,2,2,10,33.1,-98.58,33.1,-98.55
Young,1976,5/5/1976,20:20:00,1,0.1,10,33.1,-98.68,33.1,-98.68
Wise,1976,4/19/1976,23:00:00,1,0.1,10,33.22,-97.88,33.22,-97.88
Fannin,1976,4/20/1976,1:30:00,1,0.5,10,33.58,-96.18,33.58,-96.17
Montague,1976,5/30/1976,22:21:00,1,0.1,10,33.93,-97.72,33.93,-97.72
Limestone,1976,5/25/1976,15:15:00,2,0.1,10,31.68,-96.5,31.68,-96.5
Wise,1976,4/15/1976,20:15:00,1,7.6,50,33.216,-97.775,33.271,-97.664
Wise,1976,4/15/1976,20:15:00,1,7.4,50,33.221,-97.779,33.273,-97.667
Montague,1976,4/19/1976,17:30:00,3,10.4,373,33.75,-97.58,33.9,-97.57
Erath,1976,5/31/1976,16:55:00,1,0.5,10,32.23,-98.27,32.22,-98.27
Young,1976,4/15/1976,19:00:00,2,2,10,33.1,-98.58,33.1,-98.55
Tarrant,1976,4/19/1976,22:55:00,2,0.1,10,32.62,-97.28,32.62,-97.28
Dallas,1977,4/20/1977,0:55:00,2,1.5,77,32.65,-96.92,32.65,-96.89
Fannin,1977,4/18/1977,19:45:00,1,3,10,33.42,-96,33.45,-95.97
Grayson,1977,4/18/1977,16:00:00,0,0.5,10,33.52,-96.42,33.52,-96.41
Hunt,1977,4/18/1977,15:10:00,1,0.1,10,33.35,-95.9,33.35,-95.9
Hunt,1977,4/18/1977,15:05:00,1,0.1,10,33.33,-95.9,33.33,-95.9
Hunt,1977,4/18/1977,15:00:00,1,0.1,10,33.32,-95.9,33.32,-95.9
Hunt,1977,4/18/1977,14:55:00,1,0.1,10,33.32,-95.9,33.32,-95.9
Bosque,1977,9/13/1977,14:10:00,1,0.5,10,31.77,-97.62,31.77,-97.61
Fannin,1977,4/18/1977,17:00:00,0,0.5,10,33.58,-96.28,33.58,-96.27
Delta,1977,4/18/1977,17:10:00,2,0.1,10,33.38,-95.75,33.38,-95.75
Johnson,1977,9/13/1977,12:00:00,1,0.1,10,32.27,-97.22,32.27,-97.22
Coryell,1977,5/2/1977,15:40:00,1,0.5,10,31.45,-97.77,31.45,-97.76
Hopkins,1977,6/12/1977,17:45:00,1,0.1,10,33.17,-95.63,33.17,-95.63
Henderson,1977,9/26/1977,5:10:00,0,0.5,10,32.2,-95.8,32.2,-95.79
Collin,1977,3/27/1977,4:54:00,2,0.5,10,33.2,-96.72,33.2,-96.71
Henderson,1977,3/3/1977,4:30:00,1,0.5,10,32.2,-95.9,32.2,-95.8
Milam,1977,9/11/1977,15:45:00,0,0.1,40,30.77,-96.7,30.77,-96.7
Collin,1977,9/7/1977,15:40:00,1,0.5,10,33.1,-96.45,33.1,-96.45
Collin,1977,9/12/1977,16:20:00,2,0.25,167,33.02,-96.62,33.02,-96.62
Hood,1977,7/27/1977,19:30:00,2,0.7,250,32.44,-97.78,32.44,-97.76
Coryell,1977,9/13/1977,15:00:00,0,0.2,10,31.12,-97.88,31.13,-97.87
Johnson,1977,6/12/1977,16:45:00,0,0.1,50,32.32,-97.2,32.32,-97.2
Navarro,1977,8/22/1977,17:00:00,2,0.2,10,32.1,-96.38,32.1,-96.38
Navarro,1977,8/22/1977,17:00:00,1,0.2,10,32.1,-96.37,32.1,-96.37
Hood,1977,5/9/1977,14:00:00,1,0.1,10,32.35,-97.95,32.35,-97.95
Hamilton,1978,4/30/1978,18:35:00,1,0.5,10,31.48,-98.32,31.49,-98.31
Mills,1978,4/30/1978,17:35:00,1,4,10,31.38,-98.5,31.45,-98.45
Mills,1978,4/30/1978,18:33:00,1,0.7,10,31.48,-98.33,31.48,-98.32
Bosque,1978,4/30/1978,19:20:00,2,0.1,10,31.87,-97.62,31.86,-97.61
Ellis,1978,4/30/1978,19:30:00,0,0.5,10,32.45,-96.98,32.43,-96.95
Tarrant,1978,4/30/1978,18:52:00,1,11,33,32.553,-97.319,32.57,-97.13
Johnson,1978,4/30/1978,18:50:00,1,1,33,32.55,-97.34,32.553,-97.319
Johnson,1978,4/30/1978,18:20:00,2,0.2,10,32.4,-97.4,32.4,-97.4
Tarrant,1978,4/22/1978,16:40:00,1,0.8,33,32.7,-97.55,32.7,-97.536
Parker,1978,4/22/1978,16:30:00,1,4.1,10,32.7,-97.62,32.7,-97.55
Parker,1978,4/22/1978,16:25:00,0,0.1,10,32.72,-97.65,32.72,-97.65
Parker,1978,4/22/1978,15:50:00,0,0.1,10,32.73,-97.7,32.73,-97.7
Tarrant,1978,5/11/1978,17:00:00,0,0.1,10,32.73,-97.12,32.73,-97.12
Tarrant,1978,5/2/1978,1:05:00,0,0.1,10,32.85,-97.18,32.85,-97.18
Kaufman,1978,5/12/1978,15:30:00,1,0.1,10,32.55,-96.33,32.55,-96.33
Wise,1979,10/30/1979,8:15:00,2,2,50,33.1,-97.87,33.12,-97.84
Coryell,1979,10/15/1979,18:15:00,1,0.5,200,31.43,-97.75,31.43,-97.74
Wise,1979,6/25/1979,14:30:00,1,1,50,33.25,-97.78,33.25,-97.77
Parker,1979,5/3/1979,10:01:00,1,0.1,10,32.78,-97.68,32.78,-97.68
Palo Pinto,1979,4/10/1979,23:56:00,1,0.1,10,32.8,-98.12,32.8,-98.12
Comanche,1979,4/10/1979,23:50:00,1,0.5,10,31.87,-98.52,31.87,-98.51
Comanche,1979,4/10/1979,23:50:00,2,14.87,200,31.75,-98.37,31.89,-98.19
Hamilton,1979,4/11/1979,0:10:00,2,9.71,200,31.89,-98.19,31.99,-98.07
Tarrant,1979,5/21/1979,15:50:00,1,0.1,20,32.97,-97.38,32.97,-97.38
Tarrant,1979,5/21/1979,15:45:00,1,0.1,20,32.88,-97.35,32.88,-97.35
Tarrant,1979,5/3/1979,10:30:00,1,0.1,50,32.58,-97.12,32.58,-97.12
Tarrant,1979,5/3/1979,9:28:00,0,0.1,10,32.65,-97.51,32.65,-97.51
Collin,1979,3/29/1979,14:15:00,0,0.5,10,33.17,-96.65,33.17,-96.64
Leon,1979,2/23/1979,11:30:00,1,0.1,10,31.25,-95.98,31.25,-95.98
Jack,1979,3/29/1979,16:45:00,1,0.1,10,33.17,-98.35,33.17,-98.35
Anderson,1979,6/6/1979,10:05:00,1,6.2,73,31.77,-95.53,31.82,-95.45
Johnson,1979,5/3/1979,10:00:00,1,0.1,10,32.47,-97.22,32.47,-97.22
Johnson,1979,10/30/1979,9:15:00,1,1,50,32.3,-97.4,32.3,-97.4
Cooke,1979,3/19/1979,17:30:00,1,0.5,90,33.48,-96.97,33.48,-96.94
Hunt,1979,5/3/1979,11:38:00,1,0.1,10,32.9,-96.13,32.9,-96.13
McLennan,1979,10/30/1979,9:35:00,1,0.1,10,31.43,-97.3,31.43,-97.3
Montague,1979,10/30/1979,9:20:00,1,8,77,33.7,-97.57,33.8,-97.5
Stephens,1979,5/27/1979,23:05:00,1,0.1,10,32.75,-98.98,32.75,-98.98
Palo Pinto,1979,10/30/1979,7:50:00,1,6.5,50,32.88,-98.12,32.97,-98.06
Hopkins,1979,4/11/1979,10:12:00,2,8.3,150,33.12,-95.6,33.2,-95.5
Eastland,1979,8/21/1979,21:30:00,0,0.5,10,32.37,-98.75,32.37,-98.74
Stephens,1979,5/21/1979,17:37:00,3,2,1320,32.57,-98.82,32.6,-98.82
Eastland,1979,3/31/1979,15:15:00,1,0.5,10,32.27,-98.58,32.27,-98.57
Young,1979,10/30/1979,7:10:00,2,20,77,33.05,-98.63,33.37,-98.42
Hill,1979,5/10/1979,20:05:00,1,0.5,10,31.9,-96.85,31.91,-96.85
Stephens,1979,10/30/1979,6:15:00,3,18.6,127,32.62,-98.98,32.8,-98.75
Hill,1979,5/10/1979,18:12:00,2,2,50,31.93,-97.13,31.95,-97.11
Hill,1979,3/26/1979,19:15:00,1,0.5,10,32,-97.37,32,-97.36
Lamar,1979,5/3/1979,12:58:00,1,0.1,10,33.6,-95.38,33.6,-95.38
Grayson,1979,7/10/1979,0:00:00,0,0.5,10,33.63,-96.58,33.63,-96.57
Grayson,1979,4/11/1979,2:06:00,1,0.5,10,33.63,-96.73,33.63,-96.72
Denton,1979,10/30/1979,8:58:00,0,0.5,10,33.23,-97.37,33.23,-97.36
Dallas,1979,5/3/1979,10:30:00,1,1,100,32.73,-96.82,32.74,-96.81
Dallas,1979,5/3/1979,10:48:00,1,1,100,32.83,-96.87,32.84,-96.86
Eastland,1979,5/28/1979,18:25:00,1,4.9,10,32.1,-98.98,32.1,-98.9
Stephens,1979,8/21/1979,15:50:00,0,2.9,50,32.53,-98.87,32.51,-98.82
Henderson,1979,2/23/1979,9:35:00,3,2.2,33,32.15,-95.5,32.17,-95.47
Hamilton,1979,3/31/1979,16:10:00,1,0.5,10,31.98,-98.05,31.98,-98.04
Henderson,1979,4/11/1979,10:10:00,2,9.2,150,32.25,-95.9,32.36,-95.83
Eastland,1979,8/21/1979,15:55:00,0,7.1,50,32.51,-98.82,32.48,-98.71
Jack,1979,10/30/1979,7:35:00,2,9.1,77,33.37,-98.42,33.42,-98.4
Hood,1979,10/30/1979,8:35:00,0,0.1,10,32.53,-97.63,32.53,-97.63
Young,1979,6/6/1979,16:55:00,2,7.9,200,33.2,-98.88,33.22,-98.75
Van Zandt,1979,4/11/1979,10:20:00,2,4.3,150,32.36,-95.83,32.4,-95.79
Young,1979,6/6/1979,17:30:00,3,7.1,400,33.22,-98.62,33.25,-98.5
Dallas,1979,5/3/1979,13:05:00,2,7.6,200,32.55,-96.88,32.65,-96.83
Dallas,1979,5/3/1979,13:25:00,0,0.1,50,32.62,-96.83,32.62,-96.83
Fannin,1980,10/17/1980,5:15:00,1,6.2,77,33.52,-96.25,33.55,-96.15
Hamilton,1980,5/7/1980,22:00:00,0,0.5,10,31.78,-98.22,31.78,-98.21
Hunt,1980,5/6/1980,16:40:00,0,0.1,10,32.88,-96.05,32.88,-96.05
Hunt,1980,4/24/1980,21:55:00,0,0.1,10,33.37,-96.03,33.37,-96.03
Parker,1980,4/2/1980,15:15:00,2,4.5,277,32.95,-98.02,32.9,-97.97
Milam,1980,5/13/1980,13:30:00,1,2,67,30.94,-96.79,30.95,-96.76
Young,1980,5/6/1980,16:30:00,0,0.1,10,32.958,-98.75,32.958,-98.75
Stephens,1980,5/6/1980,15:15:00,0,0.1,10,32.86,-98.78,32.86,-98.78
Fannin,1980,10/17/1980,5:30:00,1,1,50,33.53,-96.13,33.54,-96.12
Bosque,1980,6/20/1980,20:10:00,2,4.3,100,31.83,-97.55,31.8,-97.5
Montague,1980,4/2/1980,15:45:00,1,0.1,10,33.94,-97.62,33.94,-97.62
Robertson,1980,5/13/1980,13:35:00,1,7.2,33,30.95,-96.76,31,-96.65
Young,1980,4/2/1980,13:38:00,1,0.5,27,33.35,-98.75,33.35,-98.75
Hopkins,1980,10/16/1980,17:45:00,2,2.7,77,33.13,-95.58,33.17,-95.57
Tarrant,1980,4/2/1980,17:30:00,0,0.1,10,32.65,-97.35,32.65,-97.35
Palo Pinto,1980,4/2/1980,16:00:00,1,1,50,32.77,-98.08,32.77,-98.06
Palo Pinto,1980,8/23/1980,16:30:00,2,4.3,73,32.93,-98.43,32.87,-98.46
Anderson,1980,10/16/1980,8:00:00,2,2,50,31.72,-95.63,31.74,-95.6
Erath,1980,4/24/1980,17:45:00,0,0.5,10,32.23,-98.23,32.23,-98.22
Erath,1980,6/20/1980,19:20:00,1,0.5,10,32.17,-98.18,32.17,-98.17
Erath,1980,4/24/1980,17:30:00,1,0.5,10,32.23,-98.33,32.23,-98.32
Lamar,1981,10/13/1981,15:00:00,1,0.1,10,33.65,-95.77,33.65,-95.77
Bell,1981,5/9/1981,12:45:00,1,1,100,31.12,-97.37,31.13,-97.36
Van Zandt,1981,5/13/1981,20:15:00,2,2.5,200,32.69,-95.63,32.67,-95.59
Tarrant,1981,10/13/1981,13:30:00,1,1,100,32.9,-97.05,32.9,-97.05
Van Zandt,1981,10/13/1981,9:25:00,1,1.8,33,32.38,-96.08,32.39,-96.05
Kaufman,1981,10/13/1981,9:20:00,1,2.2,27,32.37,-96.11,32.38,-96.08
Lamar,1981,5/13/1981,18:15:00,4,8.8,400,33.77,-95.7,33.78,-95.55
Denton,1981,5/17/1981,17:53:00,2,4.9,123,33.27,-97.33,33.27,-97.25
Lampasas,1981,5/15/1981,22:20:00,1,0.1,10,31.13,-98.18,31.13,-98.18
Bell,1981,11/13/1981,0:50:00,1,0.5,10,30.97,-97.73,30.97,-97.72
Ellis,1981,10/16/1981,17:15:00,0,0.5,10,32.53,-96.93,32.53,-96.92
Parker,1981,5/8/1981,18:05:00,0,0.2,30,32.92,-97.98,32.92,-97.98
Dallas,1981,5/8/1981,20:20:00,2,4.9,73,32.57,-96.98,32.55,-96.9
Dallas,1981,10/13/1981,13:40:00,1,1,50,32.95,-96.97,32.95,-96.95
Johnson,1981,10/13/1981,11:50:00,1,0.1,10,32.5,-97.22,32.5,-97.22
Henderson,1981,5/9/1981,13:10:00,1,0.5,10,32.2,-95.62,32.2,-95.61
Henderson,1981,5/13/1981,21:20:00,1,0.5,10,32.08,-95.5,32.08,-95.49
Henderson,1981,6/10/1981,16:30:00,1,0.5,10,32.2,-95.85,32.2,-95.84
Lamar,1981,10/13/1981,15:30:00,2,6.6,50,33.65,-95.67,33.72,-95.58
Anderson,1981,5/9/1981,14:10:00,3,14.39,100,31.95,-95.9,32.05,-95.67
Henderson,1981,5/9/1981,14:25:00,3,1.5,33,32.05,-95.67,32.07,-95.67
Henderson,1981,10/13/1981,9:00:00,1,6.2,50,32.27,-96.17,32.33,-96.1
Parker,1981,5/8/1981,18:00:00,0,0.2,30,32.93,-98,32.93,-98
Johnson,1981,10/13/1981,12:00:00,1,5.7,50,32.25,-97.22,32.33,-97.22
Montague,1981,5/29/1981,19:30:00,1,2,73,33.73,-97.53,33.76,-97.52
Johnson,1981,11/8/1981,17:30:00,0,0.1,10,32.47,-97.47,32.47,-97.47
Anderson,1981,5/9/1981,14:30:00,2,9.9,73,31.87,-95.7,31.88,-95.53
Navarro,1981,10/13/1981,8:00:00,3,7.2,100,31.975,-96.135,32.05,-96.13
Navarro,1981,7/5/1981,18:15:00,0,0.2,10,32.1,-96.47,32.1,-96.47
Navarro,1981,5/9/1981,12:34:00,1,0.5,50,31.92,-96.75,31.92,-96.75
Hill,1981,10/13/1981,12:00:00,2,2.7,100,32.13,-97.33,32.17,-97.32
McLennan,1981,10/13/1981,11:27:00,2,2,150,31.52,-97.2,31.55,-97.19
Milam,1981,5/16/1981,1:50:00,0,0.2,33,30.6,-96.93,30.6,-96.93
Johnson,1981,11/8/1981,17:22:00,1,2,73,32.54,-97.58,32.54,-97.54
Palo Pinto,1981,4/21/1981,14:50:00,1,7.7,100,32.83,-98.47,32.9,-98.37
Hamilton,1981,6/15/1981,19:05:00,1,0.5,10,31.8,-98.25,31.8,-98.24
Fannin,1981,5/13/1981,18:07:00,2,1,73,33.53,-96.08,33.53,-96.07
Milam,1981,5/9/1981,14:00:00,2,11.3,60,30.75,-96.95,30.6,-96.88
Grayson,1981,3/17/1981,19:30:00,2,1,73,33.75,-96.53,33.75,-96.51
Hamilton,1981,6/15/1981,18:50:00,1,0.5,10,31.63,-98.2,31.63,-98.1
Hunt,1981,10/13/1981,14:15:00,1,5,73,33.34,-95.9,33.41,-95.88
Fannin,1981,10/13/1981,14:25:00,1,1,73,33.41,-95.88,33.42,-95.88
Grayson,1981,10/16/1981,14:55:00,1,0.5,10,33.48,-96.77,33.48,-96.76
Johnson,1981,10/13/1981,11:45:00,2,2.7,50,32.47,-97.38,32.5,-97.37
Hill,1981,5/9/1981,12:13:00,3,5.2,73,31.97,-97.02,31.93,-96.93
Hill,1981,5/9/1981,11:45:00,2,9.6,100,31.97,-97.25,31.97,-97.08
Erath,1982,5/12/1982,14:10:00,3,5.5,100,32.48,-98.23,32.51,-98.15
Comanche,1982,5/12/1982,17:30:00,2,10,100,31.8,-98.47,31.97,-98.47
Comanche,1982,5/12/1982,17:45:00,1,0.1,10,31.78,-98.57,31.78,-98.57
Comanche,1982,5/12/1982,17:45:00,1,0.2,10,31.78,-98.57,31.78,-98.57
Comanche,1982,5/12/1982,18:05:00,3,13,100,31.83,-98.68,32.05,-98.73
Young,1982,6/2/1982,18:20:00,0,0.3,50,33.02,-98.52,33.02,-98.52
Erath,1982,6/15/1982,20:30:00,1,3,50,32.08,-98.1,32.12,-98.07
Palo Pinto,1982,5/12/1982,14:25:00,3,2,100,32.51,-98.15,32.53,-98.11
Hamilton,1982,5/12/1982,16:47:00,1,1.29,73,31.68,-98.43,31.7,-98.44
Comanche,1982,5/12/1982,19:05:00,1,2,50,32.12,-98.62,32.13,-98.59
Erath,1982,6/20/1982,15:25:00,1,1.41,50,32.36,-98.02,32.37,-98.01
Tarrant,1982,4/28/1982,17:00:00,1,0.1,10,32.82,-97.15,32.82,-97.15
Comanche,1982,5/12/1982,19:55:00,1,5.06,50,32.1,-98.53,32.16,-98.48
Erath,1982,5/12/1982,20:07:00,1,6.35,50,32.16,-98.48,32.25,-98.42
Comanche,1982,5/12/1982,17:00:00,1,5.03,73,31.7,-98.44,31.77,-98.45
Collin,1982,7/27/1982,13:00:00,0,1,27,33.1,-96.68,33.08,-96.69
Erath,1982,5/12/1982,12:24:00,0,0.5,10,32.25,-98.18,32.25,-98.17
Comanche,1982,5/12/1982,18:05:00,1,4,50,31.87,-98.68,31.93,-98.68
Hood,1982,6/20/1982,15:27:00,1,0.59,50,32.37,-98.01,32.38,-98
